Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
activation of protein kinase activity (GO:0032147)	5/252	0.000095696690752002688579343214758665681074489839375019073486328125	0.003301535830944092586580751458313898183405399322509765625	0.0003278065458659858611052684285169789291103370487689971923828125	0.01085695279908145162439669917375795193947851657867431640625	-2.3579155765294644	21.82092140514504	MAP4K1;MAP3K3;MAP4K2;PAK3;TLR4
positive regulation of protein serine/threonine kinase activity (GO:0071902)	5/257	0.00010495404540056089970345709616594831459224224090576171875	0.003342382676602477682703540295960920047946274280548095703125	0.000358180826577899377553826365527811503852717578411102294921875	0.01118275500636888540595403895849813125096261501312255859375	-2.306797770919353	21.13485341822192	MAP4K1;MAP4K2;PAK1;PAK3;TLR4
positive regulation of stress-activated MAPK cascade (GO:0032874)	4/118	0.0000654211271981351857006392602755795451230369508266448974609375	0.0025444973651626186239571580927076865918934345245361328125	0.00019195441960982346260404518556441644250298850238323211669921875	0.007454788675009525224235407137030051671899855136871337890625	-2.172002648697097	20.926518563564418	MAP4K1;MAP4K2;PAK1;TLR4
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	4/119	0.000067607417914948800155387764743153411473031155765056610107421875	0.0025444973651626186239571580927076865918934345245361328125	0.000198074095229721692558444434695275049307383596897125244140625	0.007454788675009525224235407137030051671899855136871337890625	-2.1742908145202153	20.877089993345226	MAP4K1;MAP4K2;PAK1;TLR4
positive regulation of protein kinase activity (GO:0045860)	6/456	0.00017347166961786229127419345363847469343454577028751373291015625	0.00490277654585506879325595974705720436759293079376220703125	0.000686365398833879421063020043192182129132561385631561279296875	0.01816679450130694040144163636796292848885059356689453125	-2.3985117650644803	20.769903657739533	MAP4K1;MAP3K3;MAP4K2;PAK1;PAK3;TLR4
negative regulation of MAPK cascade (GO:0043409)	4/130	0.000095316516926588129902074564281377888619317673146724700927734375	0.003301535830944092586580751458313898183405399322509765625	0.000275032590448359075090134506780259471270255744457244873046875	0.0099011732561409271369257112382911145687103271484375	-2.242262556024814	20.75955612112777	PRKCD;DUSP8;TLR4;IGF1R
negative regulation of phosphate metabolic process (GO:0045936)	6/458	0.00017763683137156046666638165021367967710830271244049072265625	0.00490277654585506879325595974705720436759293079376220703125	0.000702098338214760951843385061721392048639245331287384033203125	0.01816679450130694040144163636796292848885059356689453125	-2.3945642265335416	20.678904390163087	PXK;PRKCD;DUSP8;PPM1E;TLR4;IGF1R
negative regulation of phosphorus metabolic process (GO:0010563)	6/458	0.00017763683137156046666638165021367967710830271244049072265625	0.00490277654585506879325595974705720436759293079376220703125	0.000702098338214760951843385061721392048639245331287384033203125	0.01816679450130694040144163636796292848885059356689453125	-2.3919843726490306	20.656625367020897	PXK;PRKCD;DUSP8;PPM1E;TLR4;IGF1R
insulin-like growth factor receptor signaling pathway (GO:0048009)	2/14	0.0002988317241476716218558096205271112921764142811298370361328125	0.007277431399831532470023898184763311292044818401336669921875	0.000645033037992163711497883848977608067798428237438201904296875	0.01816679450130694040144163636796292848885059356689453125	-2.5431499202094963	20.639263630533744	PIK3R1;IGF1R
activation of immune response (GO:0002253)	5/487	0.00192151429959100915334513359766788198612630367279052734375	0.02492035930440279767328348725641262717545032501220703125	0.00576499564881937688609614411916481913067400455474853515625	0.060911661754269298685304789842120953835546970367431640625	-3.2702487504338986	20.454234223776744	PAK1;RPS6KA1;PRKCD;PIK3R1;TLR4
cellular response to cytokine stimulus (GO:0071345)	6/471	0.00020668364023226858095481917043656494570313952863216400146484375	0.005347939191009949515265287089960111188702285289764404296875	0.000811332646755711056445192763675322566996328532695770263671875	0.0195751334512839735013667308294316171668469905853271484375	-2.3858872809795924	20.242634138578516	IL3RA;PRKCD;LEPR;MPL;IL13RA2;IL6R
activation of MAPK activity (GO:0000187)	4/133	0.00010412226681239349882109046507849825502489693462848663330078125	0.003342382676602477682703540295960920047946274280548095703125	0.0002992921046434962270045565535525611267075873911380767822265625	0.01032557761020061991297236403397619142197072505950927734375	-2.201070845439548	20.183697948699688	MAP4K1;MAP4K2;PAK3;TLR4
positive regulation of kinase activity (GO:0033674)	6/480	0.0002289065796402148613743199323522503618733026087284088134765625	0.005743474180063572707977126441392101696692407131195068359375	0.000894381245380337116905600236549389592255465686321258544921875	0.02057076864374775271304685020368197001516819000244140625	-2.3885121814000803	20.02097865449375	MAP4K1;MAP3K3;MAP4K2;PAK1;PAK3;TLR4
negative regulation of phosphorylation (GO:0042326)	5/325	0.00031252427900518311119915093598820021725259721279144287109375	0.0073934315147511885102371564926215796731412410736083984375	0.00101983187811658629513822393874988847528584301471710205078125	0.02165181525847521826211306006371160037815570831298828125	-2.392083940338746	19.306098998451848	PRKCD;DUSP8;PPM1E;TLR4;IGF1R
regulation of cell adhesion (GO:0030155)	5/336	0.0003641035567620001171633414838169073846074752509593963623046875	0.0079336248683930556124810351548148901201784610748291015625	0.0011804717173196743566776500955484152655117213726043701171875	0.023839770291236350718833136852481402456760406494140625	-2.3664903365121184	18.73804142601583	NUAK1;ROCK1;ROCK2;PRKCD;PIK3R1
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	3/203	0.006210595171707973538577363115109619684517383575439453125	0.04826420772217453192265423922435729764401912689208984375	0.0127007078827857354530461719832601374946534633636474609375	0.09303644875576112804882455975530319847166538238525390625	-3.634166935934467	18.46701400368673	PAK1;PRKCD;PIK3R1
Fc-gamma receptor signaling pathway (GO:0038094)	3/203	0.006210595171707973538577363115109619684517383575439453125	0.04826420772217453192265423922435729764401912689208984375	0.0127007078827857354530461719832601374946534633636474609375	0.09303644875576112804882455975530319847166538238525390625	-3.6305120909863935	18.44844191439441	PAK1;PRKCD;PIK3R1
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis (GO:0002433)	3/203	0.006210595171707973538577363115109619684517383575439453125	0.04826420772217453192265423922435729764401912689208984375	0.0127007078827857354530461719832601374946534633636474609375	0.09303644875576112804882455975530319847166538238525390625	-3.6263086724182614	18.42708224904896	PAK1;PRKCD;PIK3R1
regulation of keratinocyte differentiation (GO:0045616)	2/23	0.000822149088776652037062475653073079229216091334819793701171875	0.0138926417450422022559219925597062683664262294769287109375	0.00159110599438729558886829185126998709165491163730621337890625	0.028030548156440016072110665845684707164764404296875	-2.5801107028887182	18.328045507659386	ROCK1;ROCK2
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	3/204	0.00629533144202276510881244320216865162365138530731201171875	0.04826420772217453192265423922435729764401912689208984375	0.01286677424285174141382892543106208904646337032318115234375	0.09303644875576112804882455975530319847166538238525390625	-3.6064692218741574	18.27739473380266	PAK1;PRKCD;PIK3R1
negative regulation of intracellular signal transduction (GO:1902532)	5/345	0.0004109077228422529197426893432520955684594810009002685546875	0.00829833157349720539064374946747193462215363979339599609375	0.00132532971382713356083005162844301594304852187633514404296875	0.0259151429610182913731986076300017884932458400726318359375	-2.3390591967546492	18.237976439908934	PPP2CB;PRKCD;DUSP8;TLR4;IGF1R
regulation of establishment or maintenance of cell polarity (GO:0032878)	2/18	0.000500093982266565351656184557072037932812236249446868896484375	0.00985899565039800342136633304335191496647894382476806640625	0.0010152324602266289688135003643765230663120746612548828125	0.02165181525847521826211306006371160037815570831298828125	-2.390792075617115	18.17172802592439	ROCK1;ROCK2
regulation of establishment of cell polarity (GO:2000114)	2/15	0.0003444040473637708689447212151435451232828199863433837890625	0.00792129308936673041940945694250331143848598003387451171875	0.00072994860797384836063883550849595849285833537578582763671875	0.0183150741637074683521024809351729345507919788360595703125	-2.251126483069102	17.949796057946436	ROCK1;ROCK2
regulation of chemokine production (GO:0032642)	3/56	0.0001510097715515970433208803314073520596139132976531982421875	0.004630966327582309617627576159293312230147421360015869140625	0.0003646550545555071634433452754109339366550557315349578857421875	0.01118275500636888540595403895849813125096261501312255859375	-2.0357264603261465	17.91065935089589	MPL;IL6R;TLR4
positive regulation of JUN kinase activity (GO:0043507)	3/61	0.000194818367724496933901523476606598705984652042388916015625	0.00520353575728656377041847491682347026653587818145751953125	0.00046357084872433555744475341953148017637431621551513671875	0.0137084522408482088751124905456890701316297054290771484375	-2.0917145128784074	17.870443464206645	MAP4K1;MAP4K2;PAK1
negative regulation of protein kinase activity (GO:0006469)	4/189	0.0003997827840080283678773909183945534095983020961284637451171875	0.00829833157349720539064374946747193462215363979339599609375	0.001087107697252297049128610950674556079320609569549560546875	0.022503129333122547095502596903315861709415912628173828125	-2.269530082699114	17.758140570385716	PRKCD;DUSP8;PPM1E;IGF1R
negative regulation of osteoclast differentiation (GO:0045671)	2/21	0.0006840080963150612335110789530290276161395013332366943359375	0.0120501851861461832526867254955504904501140117645263671875	0.00134583471899008054288582325597189992549829185009002685546875	0.0259151429610182913731986076300017884932458400726318359375	-2.4200989327773907	17.636569721591176	PIK3R1;TLR4
neuron projection guidance (GO:0097485)	5/367	0.0005444783704661314456541010287082826835103332996368408203125	0.01001840201657681721225667814678672584705054759979248046875	0.0017347240186534064985968139893657280481420457363128662109375	0.0293132956621432738675281370888114906847476959228515625	-2.3039385976887696	17.315670631190844	PAK1;ROCK1;ROCK2;RPS6KA1;BMPR1B
axon guidance (GO:0007411)	5/367	0.0005444783704661314456541010287082826835103332996368408203125	0.01001840201657681721225667814678672584705054759979248046875	0.0017347240186534064985968139893657280481420457363128662109375	0.0293132956621432738675281370888114906847476959228515625	-2.301323597330257	17.296017119177165	PAK1;ROCK1;ROCK2;RPS6KA1;BMPR1B
negative regulation of kinase activity (GO:0033673)	4/202	0.00051385895070914255379490587216650965274311602115631103515625	0.0098947723531900011462170141385286115109920501708984375	0.00138329902008668507995547969358085538260638713836669921875	0.026031172468903983341359520409241667948663234710693359375	-2.27834484166551	17.255185335053408	PRKCD;DUSP8;PPM1E;IGF1R
regulation of JUN kinase activity (GO:0043506)	3/75	0.0003590687295154066185388919141274755020276643335819244384765625	0.0079336248683930556124810351548148901201784610748291015625	0.00082745129323060265767730836472537703230045735836029052734375	0.0195751334512839735013667308294316171668469905853271484375	-2.1368309801263026	16.949336369749155	MAP4K1;MAP4K2;PAK1
regulation of cell activation (GO:0050865)	5/420	0.0009992273723361598351810908269499122980050742626190185546875	0.0162227502802811847371078357582518947310745716094970703125	0.0030965571329578341942811992026918233023025095462799072265625	0.04837640200168087656340532021204126067459583282470703125	-2.3984369678622284	16.569669441054195	PAK1;RPS6KA1;PRKCD;PIK3R1;TLR4
regulation of cell-matrix adhesion (GO:0001952)	3/78	0.0004029988652888764726067716281932007404975593090057373046875	0.00829833157349720539064374946747193462215363979339599609375	0.0009234932123636557972645722003335322369821369647979736328125	0.020666280536138025014647467969552963040769100189208984375	-2.115870170299203	16.538861709690206	ROCK1;ROCK2;PIK3R1
phosphatidylinositol 3-kinase signaling (GO:0014065)	2/23	0.000822149088776652037062475653073079229216091334819793701171875	0.0138926417450422022559219925597062683664262294769287109375	0.00159110599438729558886829185126998709165491163730621337890625	0.028030548156440016072110665845684707164764404296875	-2.3005990861199983	16.342509915593162	PIK3R1;IGF1R
regulation of platelet activation (GO:0010543)	2/27	0.00113530895944321413328081948890257990569807589054107666015625	0.0180776118926727173696900052846103790216147899627685546875	0.002140514902233186210478432798254289082251489162445068359375	0.034751889000962314646425710407129372470080852508544921875	-2.273602460189183	15.416958274680972	PRKCD;TLR4
negative regulation of protein phosphorylation (GO:0001933)	4/260	0.00131547757625289003270696586156418561586178839206695556640625	0.0198039169661344167938654692306954530067741870880126953125	0.0034080276232510528684749306904677723650820553302764892578125	0.0496404345191070184295512035532738082110881805419921875	-2.3150981255139116	15.35733191147654	PRKCD;DUSP8;PPM1E;IGF1R
defense response to Gram-negative bacterium (GO:0050829)	2/29	0.001310152234106003003855089872331518563441932201385498046875	0.0198039169661344167938654692306954530067741870880126953125	0.002444290897241146835738856424313780735246837139129638671875	0.038920631979147489454273767250924720428884029388427734375	-2.310161536561337	15.333955796744094	IL6R;TLR4
extrinsic apoptotic signaling pathway (GO:0097191)	3/92	0.000653503462314403821796504612251510479836724698543548583984375	0.0117630623216592698765392555060316226445138454437255859375	0.001464587476720058227541709783281476120464503765106201171875	0.0269484095716490713867674600123791606165468692779541015625	-2.090148032449381	15.327395645062126	ROCK2;PIK3R1;IL6R
positive regulation of cell activation (GO:0050867)	4/272	0.0015525893007406082503563116148370681912638247013092041015625	0.0229561418038075649994400606601629988290369510650634765625	0.003994285950241324191500869034143761382438242435455322265625	0.050881057950766410413745433061194489710032939910888671875	-2.3043855398077966	14.904376749279793	PAK1;RPS6KA1;PIK3R1;TLR4
positive regulation of cell migration (GO:0030335)	4/280	0.00172631469927166255294570529343900489038787782192230224609375	0.024644630534429938506502111295048962347209453582763671875	0.00442113815386831719711491217594812042079865932464599609375	0.054215482017176332141250583163127885200083255767822265625	-2.3385089940277526	14.877047884152763	RRAS2;PIK3R1;IL6R;IGF1R
positive regulation of cell motility (GO:2000147)	4/287	0.001889064902581470695164256312637007795274257659912109375	0.02492035930440279767328348725641262717545032501220703125	0.004819168465283590711834005304581296513788402080535888671875	0.055851050752864526971475100936004309915006160736083984375	-2.3351721240419105	14.645436738047438	RRAS2;PIK3R1;IL6R;IGF1R
negative regulation of transferase activity (GO:0051348)	4/284	0.00181806356086868805242706681468689566827379167079925537109375	0.02492035930440279767328348725641262717545032501220703125	0.004645734983532650609616698744730456382967531681060791015625	0.055153587795101544077880362237920053303241729736328125	-2.293392748707563	14.471269994828626	PRKCD;DUSP8;PPM1E;IGF1R
peptidyl-tyrosine dephosphorylation (GO:0035335)	3/102	0.000882227122382119922396059852331973161199130117893218994140625	0.01460968114664790672152516748383277445100247859954833984375	0.0019516840719518853929093094023983212537132203578948974609375	0.03231988823152322221066157226232462562620639801025390625	-2.0562203232515777	14.461523017845888	PTPRS;PTPN7;DUSP8
positive regulation of cellular component movement (GO:0051272)	4/296	0.0021136142994008255170668153510860065580345690250396728515625	0.025186023666512465102318429899241891689598560333251953125	0.005365643425152039243386514755229654838331043720245361328125	0.059236703413678516716434074851349578239023685455322265625	-2.3313576754025918	14.359661556937148	RRAS2;PIK3R1;IL6R;IGF1R
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	2/35	0.00190669124727421853381092997636869768030010163784027099609375	0.02492035930440279767328348725641262717545032501220703125	0.0034697601144206362787369979372442685416899621486663818359375	0.0496404345191070184295512035532738082110881805419921875	-2.2483174033776074	14.079831139119177	ROCK2;PIK3R1
positive regulation of locomotion (GO:0040017)	4/304	0.002328197399648755661072385692023090086877346038818359375	0.0267742700959606901023324354582655359990894794464111328125	0.00588518471055742009578892748322687111794948577880859375	0.060911661754269298685304789842120953835546970367431640625	-2.2977860845707747	13.930697987162203	RRAS2;PIK3R1;IL6R;IGF1R
regulation of epidermal cell differentiation (GO:0045604)	2/37	0.0021292532085215852034887351607039818190969526767730712890625	0.025186023666512465102318429899241891689598560333251953125	0.0038490413021897841409912910393131824093870818614959716796875	0.04979697184708033186328890451477491296827793121337890625	-2.232878145083084	13.736630548962012	ROCK1;ROCK2
activation of JUN kinase activity (GO:0007257)	2/36	0.0020165025041002262833067515401808122987858951091766357421875	0.02492035930440279767328348725641262717545032501220703125	0.003657085151769961205159287231936104944907128810882568359375	0.0496404345191070184295512035532738082110881805419921875	-2.184857677635075	13.560080375332054	MAP4K1;MAP4K2
regulation of focal adhesion assembly (GO:0051893)	2/36	0.0020165025041002262833067515401808122987858951091766357421875	0.02492035930440279767328348725641262717545032501220703125	0.003657085151769961205159287231936104944907128810882568359375	0.0496404345191070184295512035532738082110881805419921875	-2.1704758157876154	13.470820921686741	ROCK1;ROCK2
regulation of cell-substrate junction assembly (GO:0090109)	2/36	0.0020165025041002262833067515401808122987858951091766357421875	0.02492035930440279767328348725641262717545032501220703125	0.003657085151769961205159287231936104944907128810882568359375	0.0496404345191070184295512035532738082110881805419921875	-2.1659655202423993	13.442828265352333	ROCK1;ROCK2
regulation of adherens junction organization (GO:1903391)	2/37	0.0021292532085215852034887351607039818190969526767730712890625	0.025186023666512465102318429899241891689598560333251953125	0.0038490413021897841409912910393131824093870818614959716796875	0.04979697184708033186328890451477491296827793121337890625	-2.1432508590306165	13.185244922155642	ROCK1;ROCK2
B cell proliferation (GO:0042100)	2/36	0.0020165025041002262833067515401808122987858951091766357421875	0.02492035930440279767328348725641262717545032501220703125	0.003657085151769961205159287231936104944907128810882568359375	0.0496404345191070184295512035532738082110881805419921875	-2.0991321413470656	13.028034204003356	PRKCD;TLR4
positive regulation of organelle organization (GO:0010638)	4/340	0.003481881102335313872553346214999692165292799472808837890625	0.03391761826745458285881085203072871081531047821044921875	0.00864104527706658666341699159829659038223326206207275390625	0.07452901551469930108151373815417173318564891815185546875	-2.2981164215776864	13.007758546775204	PAK1;ROCK2;PPM1E;IGF1R
B cell activation (GO:0042113)	3/128	0.0016971133386228204158185928207558390568010509014129638671875	0.024644630534429938506502111295048962347209453582763671875	0.0036550427775980964296975717076065848232246935367584228515625	0.0496404345191070184295512035532738082110881805419921875	-2.0336142835916875	12.97207269784243	PRKCD;PIK3R1;TLR4
positive regulation of stress fiber assembly (GO:0051496)	2/39	0.0023635303711125725013852960643134792917408049106597900390625	0.026808262291523422826688971554176532663404941558837890625	0.0042467599772248697254095617381608462892472743988037109375	0.05327753425973018319705687417808803729712963104248046875	-2.1419515125280575	12.953663520531999	PAK1;PPM1E
regulation of cell-substrate adhesion (GO:0010810)	3/149	0.0026153482279297969766151954473798468825407326221466064453125	0.0284935306937614714339890298333557439036667346954345703125	0.00553696033640595046410037838313655811361968517303466796875	0.06032372577031745730646861147761228494346141815185546875	-2.1672008622571144	12.886952238581173	ROCK1;ROCK2;PIK3R1
positive regulation of cytoskeleton organization (GO:0051495)	3/142	0.0022816680646560801200284362977299679187126457691192626953125	0.0266087486976793567705623644314982811920344829559326171875	0.0048566131089447413249349239094954100437462329864501953125	0.055851050752864526971475100936004309915006160736083984375	-2.106709000462135	12.81479167540191	PAK1;ROCK2;PPM1E
dendrite development (GO:0016358)	2/35	0.00190669124727421853381092997636869768030010163784027099609375	0.02492035930440279767328348725641262717545032501220703125	0.0034697601144206362787369979372442685416899621486663818359375	0.0496404345191070184295512035532738082110881805419921875	-2.0316150916216453	12.72275764389246	PAK1;PAK3
apoptotic signaling pathway (GO:0097190)	4/327	0.0030282960679189172177594446822013196651823818683624267578125	0.030955915360948930981077609203566680662333965301513671875	0.007564375189313818879932593830517362221144139766693115234375	0.06959225174168713612399272960828966461122035980224609375	-2.177961589333491	12.631643990985157	ROCK2;PRKCD;PIK3R1;IL6R
negative regulation of myeloid leukocyte differentiation (GO:0002762)	2/40	0.002485035603235559616142058558807548251934349536895751953125	0.027805533506473557869842494483236805535852909088134765625	0.004452479199478249528854068017835743376053869724273681640625	0.054215482017176332141250583163127885200083255767822265625	-2.0714829179924292	12.42365311865595	PIK3R1;TLR4
positive regulation of actin filament bundle assembly (GO:0032233)	2/43	0.0028668911206644852318614624664405710063874721527099609375	0.0300934553028634997617896118526914506219327449798583984375	0.005096818094835468826442337331172893755137920379638671875	0.05781048469210640916582377712984452955424785614013671875	-2.111493383964487	12.361795173595167	PAK1;PPM1E
fibroblast growth factor receptor signaling pathway (GO:0008543)	3/163	0.0033697005384370096008062045456199484760873019695281982421875	0.033615807781034269530184843688402906991541385650634765625	0.007062968647195029536778321244128164835274219512939453125	0.0688016239985586308680609590737731195986270904541015625	-2.1340801509558935	12.149171900563427	PPP2CB;PRKCD;PIK3R1
positive regulation of apoptotic signaling pathway (GO:2001235)	3/168	0.003668153524119564974637075494001692277379333972930908203125	0.035316640906639530650412694967599236406385898590087890625	0.00766270871913059259394884747962350957095623016357421875	0.0697222287850563782196644524447037838399410247802734375	-2.1622994978692542	12.126320178033152	PPP2R1B;PRKCD;BMPR1B
peptidyl-tyrosine phosphorylation (GO:0018108)	3/152	0.0027671024171613324039997738879037569859065115451812744140625	0.0297553350832413417148547551960291457362473011016845703125	0.00584522152457232942179832235751746338792145252227783203125	0.060911661754269298685304789842120953835546970367431640625	-2.0478526885968	12.06175929179313	TNK2;PRKCD;IGF1R
peptidyl-tyrosine modification (GO:0018212)	3/154	0.0028712354697176529876034845045751353609375655651092529296875	0.0300934553028634997617896118526914506219327449798583984375	0.0060563593092755295399509662956916145049035549163818359375	0.061154457415611450377124214128343737684190273284912109375	-2.0457234291369613	11.973645548123253	TNK2;PRKCD;IGF1R
